stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
13001299A,,"Kip Hill Garage",,54.879801422,-1.688816258,,,,,,
13001503E,,"Shield Row School",,54.877163785,-1.687013149,,,,,,
13001504D,,"Hillside Gardens",,54.876160276,-1.684683268,,,,,,
13001548D,,"The Hill Top",,54.874656434,-1.680051036,,,,,,
13001799E,,"East Stanley East Street",,54.873027797,-1.679253602,,,,,,
13001664A,,"Medomsley Fines Road",,54.879272754,-1.818133306,,,,,,
13001663A,,"Medomsley Methodist Church",,54.881311988,-1.81768772,,,,,,
13001855B,,"Church-Fines Road",,54.883107605,-1.816588538,,,,,,
13001654F,,"Medomsley Church",,54.883136227,-1.817695083,,,,,,
13001727A,,"Medomsley Grange Farm",,54.885289404,-1.821364099,,,,,,
13001656A,,"The Dene",,54.887114624,-1.822041931,,,,,,
13001660F,,Denecrest,,54.886793975,-1.824007479,,,,,,
13001659B,,"Telephone Kiosk",,54.88605,-1.825320117,,,,,,
13001656E,,Top,,54.886566096,-1.821794932,,,,,,
13001727E,,"Medomsley Grange Farm",,54.885235235,-1.821192873,,,,,,
13001653F,,"Medomsley Crossroads",,54.880006026,-1.828011386,,,,,,
13001652D,,"West View",,54.877345067,-1.827305801,,,,,,
