stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
410000014958,,"Clavering Road-Colbeck Avenue",,54.952727,-1.678901,,,,,,
410000014960,,"Clavering Road-Shield Avenue",,54.953077,-1.675385,,,,,,
410000014250,,"St Michaels Way-House of Fraser",,54.955219,-1.66984,,,,,,
41000014METG,,"Metrocentre Interchange 'Stand G'",,54.958401,-1.666317,,,,,,
410000005042,,"Tynemouth Grand Parade Boating Lake",,55.026145,-1.428925,,,,,,
410000041010,,"Percy Park Road-Warkworth Terrace",,55.022219,-1.425337,,,,,,
410000041012,,"Tynemouth Percy Park Road",,55.019352,-1.425253,,,,,,
410000041014,,"Tynemouth Road-Oxford Street",,55.015873,-1.426898,,,,,,
410000041015,,"Tynemouth Road-Rodney Close",,55.014642,-1.430809,,,,,,
410000041016,,"Tynemouth Road-Northumberland Park",,55.013579,-1.435844,,,,,,
410000041017,,"Tynemouth Road-Council Offices",,55.01214,-1.441572,,,,,,
410000041N03,,"North Shields Albion Road",,55.011219,-1.446541,,,,,,
410000005W04,,"Whitley Bay Oxford Street",,55.042571,-1.444216,,,,,,
410000005W08,,"Whitley Road-Victoria Avenue",,55.041369,-1.440711,,,,,,
410000005037,,"Whitley Road-Edwards Road",,55.040126,-1.438288,,,,,,
410000005038,,"Whitley Road-Grafton Road",,55.039048,-1.436394,,,,,,
410000005039,,"Cullercoats John Street",,55.036066,-1.434793,,,,,,
410000005057,,"Marden Avenue-Beverley Villas",,55.034118,-1.43324,,,,,,
410000005058,,"Mast Lane",,55.033577,-1.436736,,,,,,
410000005059,,"Marden Estate Farringdon Road / Keswick Drive",,55.032506,-1.442196,,,,,,
410000005060,,"Farringdon Road-Kirkston Avenue",,55.032004,-1.446458,,,,,,
410000005061,,"Marden Estate Lorton Avenue",,55.029944,-1.449991,,,,,,
410000005062,,"Marden Estate Ennerdale Road",,55.027864,-1.449081,,,,,,
410000005063,,"Marden Estate",,55.028005,-1.446326,,,,,,
410000005064,,"Hartington Road-Fairfield Drive",,55.028351,-1.441581,,,,,,
410000005019,,"The Broadway-Marden Estate",,55.028585,-1.437604,,,,,,
410000005046,,"Beach Road",,55.025438,-1.4333,,,,,,
41000014METC,,"Metrocentre Interchange 'Stand C'",,54.958379,-1.664989,,,,,,
410000014979,,"Yellow Car Park",,54.959694,-1.669913,,,,,,
410000014976,,"Derwenthaugh Bridge Approach",,54.961721,-1.675081,,,,,,
410000014983,,"Metrocentre ASDA",,54.960831,-1.678555,,,,,,
41000014METE,,"Metrocentre Interchange 'Stand E'",,54.958435,-1.665629,,,,,,
410000021011,,"Sunniside Front Street",,54.923294,-1.674595,,,,,,
410000021023,,"Sunniside Social Club",,54.926577,-1.675505,,,,,,
410000021105,,"Sunniside Road-Napier Court",,54.932213,-1.676396,,,,,,
410000014177,,"Sunniside Road-Elm Court",,54.935619,-1.676399,,,,,,
410000014955,,"Whaggs Lane-Ashfield Road",,54.937463,-1.677196,,,,,,
410000014178,,"Whaggs Lane-South View Terrace",,54.940278,-1.677814,,,,,,
410000014179,,"Rectory Lane-Millfield Road",,54.943063,-1.677635,,,,,,
410000014036,,"Whickham Harry Clasper",,54.94564,-1.673603,,,,,,
410000014037,,"Front Street-Dockendale Lane",,54.944848,-1.6698,,,,,,
410000014038,,"Whickham Highway-Coniston Avenue",,54.94548,-1.664237,,,,,,
410000014039,,"Dunston Hill Hospital",,54.944993,-1.65706,,,,,,
410000014040,,"Whickham Highway / Hillcrest Drive",,54.944136,-1.652775,,,,,,
410000014041,,"Whickham Highway-Bracken Drive",,54.942725,-1.649649,,,,,,
410000014042,,"Whickham Highway / Knightside Gardens",,54.941015,-1.645699,,,,,,
410000014043,,"Lobley Hill Bank Top Library",,54.939646,-1.638516,,,,,,
410000014044,,"Lobley Hill Coach Road",,54.940488,-1.631515,,,,,,
410000014014,,"Lobley Hill Road / Kingsway North",,54.944272,-1.625845,,,,,,
410000014015,,"Lobley Hill Road / Victoria Road",,54.949386,-1.620255,,,,,,
410000014016,,"Bensham Road-Sidney Grove",,54.952723,-1.615696,,,,,,
410000014017,,"Bensham Court Flats",,54.9551,-1.614346,,,,,,
410000015318,,"Bensham Road / Coatsworth Road",,54.95827,-1.610895,,,,,,
410000015078,,"Bensham Road-Musgrave Villas",,54.959378,-1.608714,,,,,,
410000014073,,"Askew Road-St Cuthberts Road",,54.960387,-1.612374,,,,,,
410000014046,,"Redheugh Bridge Road",,54.959691,-1.616863,,,,,,
41000008NC86,,"Clayton Street West 'Stop H'",,54.969262,-1.619787,,,,,,
41000008NC53,,"Grainger Street (for Central Station)",,54.970311,-1.616153,,,,,,
410000008Q02,,"Newcastle Market Street West 'Stop T'",,54.972907,-1.612957,,,,,,
410000015500,,"Manors New Bridge Street",,54.97441,-1.602491,,,,,,
410000015504,,"New Bridge Street-Blackfriars",,54.974698,-1.597395,,,,,,
410000015B01,,"Byker Shields Road Morrisons",,54.97658,-1.584956,,,,,,
410000015B03,,"Shields Road-Edwin Street",,54.977159,-1.580997,,,,,,
410000015B05,,"Shields Road-Robinson Street",,54.977729,-1.57696,,,,,,
410000009314,,"Fossway Newcastle Retail Park (E-bound)",,54.978867,-1.570839,,,,,,
410000009938,,"Fossway-Brough Park Way",,54.980222,-1.565215,,,,,,
410000009315,,"Fossway-Recreation Ground",,54.981143,-1.561455,,,,,,
410000009316,,"Fossway-Scrogg Road",,54.981763,-1.558902,,,,,,
410000009325,,"Appletree Gardens-Benfield Road",,54.986379,-1.557992,,,,,,
410000009326,,"Walkergate Appletree Gardens / Ivy Road",,54.988477,-1.554327,,,,,,
410000009327,,"Appletree Gardens-Logan Road",,54.98989,-1.549951,,,,,,
410000009328,,"Logan Road",,54.988293,-1.548266,,,,,,
410000009012,,"Shields Road-Oaktree Avenue",,54.989094,-1.546163,,,,,,
410000009013,,"Wallsend High Street Duke of York",,54.99006,-1.540291,,,,,,
410000010W04,,"Wallsend Forum High Street West",,54.990708,-1.535829,,,,,,
410000010W08,,"Wallsend High Street East",,54.991459,-1.532273,,,,,,
410000010021,,"Town Hall",,54.992252,-1.526059,,,,,,
410000010022,,"New Winning",,54.992827,-1.521269,,,,,,
410000010956,,"Tynemouth Road-Angle Terrace",,54.996257,-1.507083,,,,,,
410000010955,,"Churchill Street Library (N-bound)",,54.99661,-1.503452,,,,,,
410000010048,,"Churchill Street-Archer Street",,54.998545,-1.503991,,,,,,
410000010108,,"Churchill Street / Windsor Drive",,55.00083,-1.50254,,,,,,
410000010109,,"Windsor Drive The Mauritania",,55.00323,-1.498321,,,,,,
410000010101,,"Ridley Avenue / Coniston Road",,55.003683,-1.494719,,,,,,
410000010102,,"Ridley Avenue-Monmouth Gardens",,55.002162,-1.492034,,,,,,
410000010044,,"Tynemouth Road / Ridley Avenue",,54.999268,-1.487756,,,,,,
410000010029,,"High Flatworth Sita (E-bound)",,55.001062,-1.480573,,,,,,
410000010030,,"Percy Main The Redburn (E-bound)",,55.0029969,-1.4747945,,,,,,
410000010031,,"Wallsend Road-Wooler Avenue",,55.004802,-1.47055,,,,,,
410000010032,,"The Quadrant-Burt Avenue",,55.007148,-1.466579,,,,,,
410000010033,,"The Quadrant / Central Avenue",,55.008941,-1.467665,,,,,,
410000010200,,"Delaval Avenue",,55.010793,-1.465733,,,,,,
410000010008,,"Billy Mill Avenue / Lyncroft Road",,55.010746,-1.463248,,,,,,
410000010009,,"Chirton Green-St George Crescent",,55.00801,-1.46022,,,,,,
410000010010,,"Albion Road West-Coach Lane",,55.009352,-1.452837,,,,,,
41000041NSIB,,"North Shields Transport Hub 'Stand B'",,55.0081989,-1.4480221,,,,,,
410000041N02,,"North Shields Albion Road",,55.010999,-1.447608,,,,,,
410000041002,,"Albion Road-Brandling Terrace",,55.011803,-1.4445,,,,,,
410000041003,,"Tynemouth Road-Reed Street",,55.012538,-1.440206,,,,,,
410000041004,,"Tynemouth Road-Northumberland Park",,55.013591,-1.436563,,,,,,
410000041005,,"Tynemouth Road-Northumberland Park",,55.013974,-1.434009,,,,,,
410000041006,,"Tynemouth Road-Rodney Close",,55.014918,-1.430133,,,,,,
410000041976,,"Tynemouth Road-Oxford Street",,55.015768,-1.427415,,,,,,
410000041007,,"Tynemouth Front Street",,55.017432,-1.425827,,,,,,
410000041008,,"Percy Park Road",,55.020342,-1.425473,,,,,,
410000041009,,"Grand Parade-Abbey Drive",,55.023302,-1.426385,,,,,,
410000005022,,"Tynemouth Grand Parade Boating Lake",,55.024189,-1.427561,,,,,,
410000005047,,"Tynemouth Park Hotel / Sea Life Centre",,55.0261,-1.430803,,,,,,
410000005001,,"The Broadway-Ealing Drive",,55.025998,-1.435982,,,,,,
410000005065,,"The Broadway Hartington Road",,55.028571,-1.438512,,,,,,
410000005066,,"Hartington Road-Wallington Avenue",,55.028419,-1.442691,,,,,,
410000005067,,"Marden Estate",,55.027809,-1.446813,,,,,,
410000005051,,"Marden Estate Ennerdale Road",,55.028334,-1.449528,,,,,,
410000005052,,"Marden Estate Lorton Avenue",,55.030467,-1.450297,,,,,,
410000005053,,"Farringdon Road-Highcross Road",,55.031947,-1.447742,,,,,,
410000005952,,"Farringdon Road-Keswick Drive",,55.032431,-1.443574,,,,,,
410000005054,,"Mast Lane",,55.033051,-1.439482,,,,,,
410000005055,,"Marden Avenue-Georges Road",,55.033807,-1.435841,,,,,,
410000005056,,"Marden Avenue-Beverley Villas",,55.034138,-1.433709,,,,,,
410000005026,,"Cullercoats John Street",,55.036464,-1.435288,,,,,,
410000005027,,"Whitley Road-Grafton Road",,55.038507,-1.436073,,,,,,
410000005028,,"Whitley Road-Egremont Place",,55.040173,-1.438584,,,,,,
410000005W09,,"Whitley Road-Percy Road",,55.041498,-1.441429,,,,,,
410000005W06,,"Whitley Bay HSBC",,55.042083,-1.445693,,,,,,
410000014030,,"Fellside Road / West Street",,54.944069,-1.684434,,,,,,
410000014221,,"Parkway-Fellside Road",,54.942272,-1.687757,,,,,,
410000014220,,"Parkway-Tindale Drive",,54.943243,-1.68814,,,,,,
410000014954,,"Parkway-Parkdale Rise",,54.944664,-1.688441,,,,,,
410000013930,,"Fellside Park Thistledon Avenue",,54.941916,-1.692708,,,,,,
410000013928,,"Parkway-The Foxhills",,54.939297,-1.698331,,,,,,
410000013942,,"Parkway-Clockburnsyde Close",,54.936967,-1.700815,,,,,,
410000013933,,"Oakfield Road The Fellsider",,54.937793,-1.693395,,,,,,
410000013934,,"Oakfield Road-Marston Walk",,54.937481,-1.690713,,,,,,
410000014183,,"Oakfield Road-Burnthouse Lane",,54.93725,-1.68842,,,,,,
410000014184,,"Oakfield Road-Amberly Grove",,54.937974,-1.683326,,,,,,
410000014185,,"Oakfield Road-Oakfield Close",,54.939673,-1.680144,,,,,,
410000014953,,"Whickham Rectory Lane",,54.945001,-1.676558,,,,,,
410000014963,,"Metro Oasis",,54.959238,-1.674086,,,,,,
410000014961,,"Clavering Road-Grosvenor Avenue",,54.952925,-1.675745,,,,,,
410000014959,,"Clavering Road-Community Centre",,54.952636,-1.678777,,,,,,
410000014957,,"Clavering Road-Brinkburn Avenue",,54.95226,-1.682402,,,,,,
410000014187,,"Milton Road-South View Terrace",,54.950822,-1.68257,,,,,,
410000014188,,"Milton Road / Kingsley Place",,54.948811,-1.679806,,,,,,
410000014189,,"North View-Otterburn Gardens",,54.94748,-1.679411,,,,,,
410000014190,,"Swalwell Estate North View",,54.947422,-1.681332,,,,,,
410000014975,,"Derwenthaugh Bridge Approach",,54.961692,-1.674316,,,,,,
410000010905,,"Percy Main Norham Road / Berwick Terrace",,55.003623,-1.476288,,,,,,
4100023WASBS,,"Washington Galleries 'Stand B'",,54.89931,-1.533965,,,,,,
410000022772,,"Malvern Road",,54.892593,-1.53755,,,,,,
410000022770,,"Lambton Village Centre",,54.89066,-1.53963,,,,,,
410000027600,,"Wear Industrial Estate Makro",,54.885895,-1.538983,,,,,,
410000027602,,"Wear Industrial Estate Sedling Road",,54.884885,-1.538277,,,,,,
410000027611,,"Harraton Sycamore Avenue",,54.882709,-1.537897,,,,,,
410000027612,,"Vigo Lane-Firtree Avenue",,54.881591,-1.53445,,,,,,
410000028530,,"Harraton Shops",,54.881042,-1.531806,,,,,,
410000028528,,"Bonemill Lane-Biddick Lane",,54.878791,-1.52379,,,,,,
410000028526,,"Bonemill Lane-Community Centre",,54.878315,-1.521723,,,,,,
410000028524,,"Bonemill Lane-James Steel Park",,54.878861,-1.518709,,,,,,
410000028522,,"Bonemill Lane-Station Road",,54.880252,-1.516105,,,,,,
410000028542,,"Fatfield Bridge",,54.878992,-1.513377,,,,,,
410000028544,,"Station Road-Westerdale",,54.877237,-1.514878,,,,,,
410000028548,,"Station Road-Lambton Terrace",,54.877312,-1.508877,,,,,,
410000028550,,"Station Road-Gladstone Terrace",,54.876262,-1.504823,,,,,,
410000028001,,"Penshaw Bank Top",,54.874944,-1.501177,,,,,,
410000028113,,"Wensleydale Avenue-Station Road",,54.875043,-1.499087,,,,,,
410000028114,,"Wensleydale Avenue-Wharfdale",,54.875206,-1.495064,,,,,,
410000028115,,"Barnwell Avondale Avenue Shops",,54.874496,-1.492954,,,,,,
410000028116,,"Barnwell Estate Avondale Avenue",,54.87251,-1.490735,,,,,,
410000028039,,"Chester Road-Clydesdale Avenue",,54.873989,-1.487771,,,,,,
410000028040,,"Penshaw The Prospect",,54.875923,-1.485938,,,,,,
410000028041,,"Chester Road-Penshaw Monument",,54.882462,-1.476955,,,,,,
410000028042,,"Chester Road-Flinton Hill Farm",,54.886149,-1.471171,,,,,,
410000023925,,"Chester Road-Foxcover Road",,54.889318,-1.462243,,,,,,
410000024257,,"Hastings Hill Chester Road Roundabout",,54.890823,-1.45117,,,,,,
410000024258,,"Chester Road-Greenwood Road",,54.891264,-1.445396,,,,,,
410000024259,,"Grindon Mill Inn",,54.892965,-1.438169,,,,,,
410000024260,,"The Broadway-Glasbury Avenue",,54.894259,-1.432335,,,,,,
410000024261,,"The Broadway-Broadmayne Avenue",,54.895379,-1.427705,,,,,,
410000024262,,"Broadway The Wavendon",,54.896587,-1.422885,,,,,,
410000024263,,"Chester Road-Crematorium",,54.898179,-1.41742,,,,,,
410000024264,,"Chester Road-Priory Grove",,54.899419,-1.413675,,,,,,
410000024265,,"Chester Road-St Gabriels Avenue",,54.900382,-1.410278,,,,,,
410000024266,,"Sunderland Royal Hospital",,54.901353,-1.406739,,,,,,
410000024267,,"Chester Road-Croft Avenue",,54.901864,-1.402739,,,,,,
410000024268,,"Chester Road-The Precinct",,54.90279,-1.397361,,,,,,
410000024934,,"Chester Road-University",,54.903455,-1.393842,,,,,,
410000024938,,"City Campus Chester Road",,54.904008,-1.391152,,,,,,
4100024PARFS,,"Sunderland Interchange 'Stand F'",,54.902414,-1.385234,,,,,,
4100024PARJS,,"Sunderland Interchange 'Stand J'",,54.902513,-1.385108,,,,,,
4100024PARLS,,"Sunderland Interchange 'Stand L'",,54.902645,-1.384669,,,,,,
4100024PARMS,,"Sunderland Interchange 'Stand M'",,54.90279,-1.384823,,,,,,
4100024PARDS,,"Sunderland Interchange 'Stand D'",,54.902369,-1.385219,,,,,,
4100024PARCS,,"Sunderland Interchange 'Stand C'",,54.902315,-1.385048,,,,,,
410000024S39,,"Sunderland Green Terrace",,54.904283,-1.388746,,,,,,
410000024939,,"City Campus Chester Road",,54.90369,-1.392326,,,,,,
410000024245,,"Chester Road-University",,54.903189,-1.394595,,,,,,
410000024269,,"The Royalty",,54.902448,-1.395542,,,,,,
410000024489,,"Western Hill",,54.902316,-1.397805,,,,,,
410000024246,,"Chester Road-Wolseley Terrace",,54.90165,-1.403226,,,,,,
410000024247,,"Sunderland Royal Hospital",,54.901094,-1.407148,,,,,,
410000024248,,"Chester Road-Eastfield Street",,54.899063,-1.414476,,,,,,
410000024249,,"Chester Road-Crematorium",,54.897584,-1.41905,,,,,,
410000024250,,"Broadway The Wavendon",,54.896098,-1.423937,,,,,,
410000024251,,"The Broadway-Broadmayne Avenue",,54.895464,-1.42683,,,,,,
410000024252,,"The Broadway-Springwell Road",,54.89468,-1.430069,,,,,,
410000024253,,"The Broadway-Glenleigh Drive",,54.893896,-1.433385,,,,,,
410000024254,,"Grindon Mill Inn",,54.892651,-1.438345,,,,,,
410000024255,,"Chester Road-Gardiner Square",,54.890911,-1.44671,,,,,,
410000024256,,"Hastings Hill Chester Road Roundabout",,54.890581,-1.451438,,,,,,
410000023926,,"Chester Road-Foxcover Road",,54.888596,-1.463547,,,,,,
410000028026,,"Chester Road-Flinton Hill Farm",,54.885728,-1.471519,,,,,,
410000028027,,"Chester Road-Penshaw Monument",,54.881943,-1.477398,,,,,,
410000028028,,"Chester Road-Rose Street West",,54.875287,-1.486445,,,,,,
410000028029,,"Chester Road-Clydesdale Avenue",,54.873738,-1.487774,,,,,,
410000028117,,"Avondale Avenue",,54.872511,-1.490891,,,,,,
410000028118,,"Barnwell Avondale Avenue Shops",,54.874901,-1.493105,,,,,,
410000028119,,"Wensleydale Avenue-Wharfedale",,54.875127,-1.495626,,,,,,
410000028120,,"Wensleydale Avenue-Station Road",,54.874901,-1.499447,,,,,,
410000028549,,"Station Road-Penshaw Lodge",,54.876099,-1.504528,,,,,,
410000028547,,"Station Road-Chandlers Ford",,54.877468,-1.509779,,,,,,
410000028545,,"Station Road-Stonesdale",,54.876786,-1.512219,,,,,,
410000028543,,"Station Road-St Pauls Drive",,54.877604,-1.514656,,,,,,
410000028541,,"Fatfield Bridge",,54.879644,-1.514663,,,,,,
410000028523,,"Bonemill Lane-Station Road",,54.879795,-1.516406,,,,,,
410000028525,,"Bonemill Lane-James Steel Park",,54.878558,-1.519367,,,,,,
410000028527,,"Bonemill Lane-Biddick Lane",,54.878647,-1.523698,,,,,,
410000028529,,"Harraton Shops",,54.881399,-1.533704,,,,,,
410000027610,,"Harraton Sycamore Avenue",,54.88296,-1.537551,,,,,,
410000027601,,"Wear Industrial Estate Makro",,54.8863,-1.539243,,,,,,
410000022771,,"Lambton Village Centre",,54.890687,-1.539755,,,,,,
410000022773,,"Malvern Road",,54.893274,-1.537106,,,,,,
410000031H03,,"Houghton-le-Spring Hillside Way",,54.84488,-1.470605,,,,,,
410000031H05,,"Houghton-le-Spring Newbottle Street",,54.843553,-1.471152,,,,,,
410000031H06,,"Houghton-le-Spring Church (S-bound)",,54.8422043,-1.4698774,,,,,,
410000031016,,"Houghton-le-Spring Dairy Lane",,54.84128,-1.475604,,,,,,
410000031017,,"Dairy Lane-Willow Road",,54.841762,-1.481109,,,,,,
410000031018,,"North View Terrace-Greenbank House",,54.841959,-1.489235,,,,,,
410000031019,,"North View Terrace-The Folds",,54.840704,-1.494312,,,,,,
410000031020,,"Fence Houses Front Street",,54.843231,-1.499045,,,,,,
410000028046,,"Front Street-Station Avenue South",,54.844329,-1.501663,,,,,,
410000028047,,"Fence Houses Rail Crossing",,54.845754,-1.505165,,,,,,
13002009H,,"Fence Houses Memorial",,54.847448,-1.51086,,,,,,
13002323H,,"Gill Crescent",,54.848302,-1.513107,,,,,,
13002327H,,"Bournmoor Primrose Hill",,54.853331,-1.519028,,,,,,
13002328H,,"Bournmoor Rose Crescent",,54.854888,-1.519539,,,,,,
13002329B,,"St Barnabas Church",,54.858181,-1.518378,,,,,,
13002330B,,"Bournmoor Service Station",,54.859783,-1.512221,,,,,,
410000028034,,"Shiney Row Chester Road / Fernlea",,54.862444,-1.503387,,,,,,
410000028035,,"Shiney Row Chester Road / Grangewood Close",,54.865591,-1.4995,,,,,,
410000028036,,"Shiney Row Co-op",,54.867055,-1.497129,,,,,,
410000028023,,"Shiney Row Station Road / Helmsley Close",,54.869452,-1.496616,,,,,,
410000028024,,"Station Road-Manor House",,54.87132,-1.500582,,,,,,
410000028025,,"Penshaw Bank Top",,54.874315,-1.501325,,,,,,
410000028521,,"Station Road-Worm Hill Terrace",,54.880674,-1.516084,,,,,,
410000028505,,"Fallowfield Way / Fernlea Close",,54.885311,-1.513737,,,,,,
410000028503,,"Fallowfield Way-Farrier Close",,54.887079,-1.513155,,,,,,
410000028501,,"Washington Arts Centre",,54.886221,-1.518933,,,,,,
410000023127,,"Fatfield Road-The Poplars",,54.893185,-1.518756,,,,,,
410000023117,,"Fatfield Road-Oxclose Road",,54.896001,-1.517257,,,,,,
410000023115,,Parkway,,54.897946,-1.518154,,,,,,
410000023101,,"Glebe Bus Link",,54.899387,-1.525886,,,,,,
410000023103,,"Police Link Road-Leisure Centre",,54.898369,-1.529859,,,,,,
4100023WASDS,,"Washington Galleries 'Stand D'",,54.8996049,-1.5340257,,,,,,
410000023962,,"Washington Retail Park",,54.902225,-1.532512,,,,,,
410000023071,,"Albany Way-Windlass Lane",,54.907633,-1.531919,,,,,,
410000023036,,"Blue House Lane-Albany Way",,54.913078,-1.529407,,,,,,
4100023CONES,,"Concord Bus Station 'Stand E'",,54.913216,-1.523244,,,,,,
410000023033,,"Heworth Road-The Drive",,54.91521,-1.525342,,,,,,
410000023019,,"Heworth Road-The Pantiles",,54.919755,-1.524836,,,,,,
410000023013,,"Usworth College",,54.921598,-1.525064,,,,,,
410000023010,,"Stephenson Road-School",,54.924804,-1.519986,,,,,,
410000023001,,"Northumberland Way-Follingsby Roundabout",,54.933029,-1.52752,,,,,,
410000016965,,"White Rose Way",,54.937708,-1.519801,,,,,,
